DeveloperName__c,FulfilmentType__c,FulfilmentType__r.ReferenceName__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
CLIENT_ACTION_JISA_SUBMIT_FULFILMENT,a2hQz000000UAsWIAW,CLIENT_ACTION_JISA,,a2gQz000000tIiHIAU,Submit fulfilment Client action JISA,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_JSIPP_SUBMIT_FULFILMENT,a2hQz000000UAsXIAW,CLIENT_ACTION_JSIPP,,a2gQz000000tIiIIAU,Submit fulfilment Client action JSIPP,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_GIA_SUBMIT_FULFILMENT,a2hQz000000UAsYIAW,CLIENT_ACTION_GIA,,a2gQz000000tIiJIAU,Submit fulfilment Client action GIA,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_CASH_ISA_SUBMIT_FULFILMENT,a2hQz000000UAsZIAW,CLIENT_ACTION_CASH_ISA,,a2gQz000000tIiKIAU,Submit fulfilment Client action Cash ISA,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,a2hQz000000UAsaIAG,CLIENT_ACTION_DIRECT_EQUITY,,a2gQz000000tIiLIAU,Submit fulfilment Client action Direct equity,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,a2hQz000000UAsbIAG,CLIENT_ACTION_OFFSHORE_BOND,,a2gQz000000tIiMIAU,Submit fulfilment Client action Offshore bond,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,a2hQz000000UAscIAG,CLIENT_ACTION_PREMIUM_BOND,,a2gQz000000tIiNIAU,Submit fulfilment Client action Premium bond,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_DB_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAsdIAG,CLIENT_ACTION_DB_PENSION,,a2gQz000000tIiOIAU,Submit fulfilment Client action DB Pension,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_VCT_SUBMIT_FULFILMENT,a2hQz000000UAseIAG,CLIENT_ACTION_VCT,,a2gQz000000tIiPIAU,Submit fulfilment Client action VCT,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_EIS_SUBMIT_FULFILMENT,a2hQz000000UAsfIAG,CLIENT_ACTION_EIS,,a2gQz000000tIiQIAU,Submit fulfilment Client action EIS,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,a2hQz000000UAsgIAG,CLIENT_ACTION_LIFE_COVER,,a2gQz000000tIiRIAU,Submit fulfilment Client action Life cover,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,a2hQz000000UAshIAG,CLIENT_ACTION_LIFE_&_CIC,,a2gQz000000tIiSIAU,Submit fulfilment Client action Life & CIC,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_TRUST_SUBMIT_FULFILMENT,a2hQz000000UAsiIAG,CLIENT_ACTION_TRUST,,a2gQz000000tIiTIAU,Submit fulfilment Client action Trust,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
CLIENT_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,a2hQz000000UAsjIAG,CLIENT_ACTION_NO_PRODUCT,,a2gQz000000tIiUIAU,Submit fulfilment Client action No product,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
NON-STANDARD_ACTION_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAskIAG,NON-STANDARD_ACTION_SIPP,,a2gQz000000tIiVIAU,Submit fulfilment Non-standard action SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_ISA_SUBMIT_FULFILMENT,a2hQz000000UAslIAG,NON-STANDARD_ACTION_ISA,,a2gQz000000tIiWIAU,Submit fulfilment Non-standard action ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_JISA_SUBMIT_FULFILMENT,a2hQz000000UAsmIAG,NON-STANDARD_ACTION_JISA,,a2gQz000000tIiXIAU,Submit fulfilment Non-standard action JISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_JSIPP_SUBMIT_FULFILMENT,a2hQz000000UAsnIAG,NON-STANDARD_ACTION_JSIPP,,a2gQz000000tIiYIAU,Submit fulfilment Non-standard action JSIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_GIA_SUBMIT_FULFILMENT,a2hQz000000UAsoIAG,NON-STANDARD_ACTION_GIA,,a2gQz000000tIiZIAU,Submit fulfilment Non-standard action GIA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_CASH_ISA_SUBMIT_FULFILMENT,a2hQz000000UAspIAG,NON-STANDARD_ACTION_CASH_ISA,,a2gQz000000tIiaIAE,Submit fulfilment Non-standard action Cash ISA,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_DIRECT_EQUITY_SUBMIT_FULFILMENT,a2hQz000000UAsqIAG,NON-STANDARD_ACTION_DIRECT_EQUITY,,a2gQz000000tIibIAE,Submit fulfilment Non-standard action Direct equity,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_OFFSHORE_BOND_SUBMIT_FULFILMENT,a2hQz000000UAsrIAG,NON-STANDARD_ACTION_OFFSHORE_BOND,,a2gQz000000tIicIAE,Submit fulfilment Non-standard action Offshore bond,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_PREMIUM_BOND_SUBMIT_FULFILMENT,a2hQz000000UAssIAG,NON-STANDARD_ACTION_PREMIUM_BOND,,a2gQz000000tIidIAE,Submit fulfilment Non-standard action Premium bond,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_DB_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAstIAG,NON-STANDARD_ACTION_DB_PENSION,,a2gQz000000tIieIAE,Submit fulfilment Non-standard action DB Pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_VCT_SUBMIT_FULFILMENT,a2hQz000000UAsuIAG,NON-STANDARD_ACTION_VCT,,a2gQz000000tIifIAE,Submit fulfilment Non-standard action VCT,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_EIS_SUBMIT_FULFILMENT,a2hQz000000UAsvIAG,NON-STANDARD_ACTION_EIS,,a2gQz000000tIigIAE,Submit fulfilment Non-standard action EIS,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_LIFE_COVER_SUBMIT_FULFILMENT,a2hQz000000UAswIAG,NON-STANDARD_ACTION_LIFE_COVER,,a2gQz000000tIihIAE,Submit fulfilment Non-standard action Life cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_LIFE_&_CIC_SUBMIT_FULFILMENT,a2hQz000000UAsxIAG,NON-STANDARD_ACTION_LIFE_&_CIC,,a2gQz000000tIiiIAE,Submit fulfilment Non-standard action Life & CIC,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_TRUST_SUBMIT_FULFILMENT,a2hQz000000UAsyIAG,NON-STANDARD_ACTION_TRUST,,a2gQz000000tIijIAE,Submit fulfilment Non-standard action Trust,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
NON-STANDARD_ACTION_NO_PRODUCT_SUBMIT_FULFILMENT,a2hQz000000UAszIAG,NON-STANDARD_ACTION_NO_PRODUCT,,a2gQz000000tIikIAE,Submit fulfilment Non-standard action No product,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_non_standard_action,Submit fulfilment,Has the non-standard task been actioned?;Is it ready to receive ongoing chasing?
UPDATE_EOW_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAt0IAG,UPDATE_EOW_SIPP,,a2gQz000000tIilIAE,Submit fulfilment Update EoW SIPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_PERSONAL_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAt1IAG,UPDATE_EOW_PP,,a2gQz000000tIimIAE,Submit fulfilment Update EoW Personal pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_STAKEHOLDER_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAt2IAG,UPDATE_EOW_SP,,a2gQz000000tIinIAE,Submit fulfilment Update EoW Stakeholder pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_SCHEME_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAt3IAG,UPDATE_EOW_SCHEME,,a2gQz000000tIioIAE,Submit fulfilment Update EoW Scheme pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_OCCUPATIONAL_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAt4IAG,UPDATE_EOW_OP,,a2gQz000000tIipIAE,Submit fulfilment Update EoW Occupational pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_DB_PENSION_SUBMIT_FULFILMENT,a2hQz000000UAt5IAG,UPDATE_EOW_DB,,a2gQz000000tIiqIAE,Submit fulfilment Update EoW DB pension,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
UPDATE_EOW_GPP_CHASE_PROVIDER,a2hQz000000UAt6IAG,UPDATE_EOW_GPP,,a2gQz000000tIirIAE,Chase provider Update EoW GPP,,,FulfilmentScreenChaseNonStandardAction,chase_eow,Chase provider,Have you saved written confirmation of the new beneficiaries to the policy folder?
UPDATE_EOW_GPP_AWAITING_AD_HOC_ACTION,a2hQz000000UAt6IAG,UPDATE_EOW_GPP,,a2gQz000000tIisIAE,Awaiting ad hoc action Update EoW GPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Have you saved written confirmation of the new beneficiaries to the policy folder?
UPDATE_EOW_GPP_SUBMIT_FULFILMENT,a2hQz000000UAt6IAG,UPDATE_EOW_GPP,,a2gQz000000tIitIAE,Submit fulfilment Update EoW GPP,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_new_eow,Submit fulfilment,"Have you sent the completed expression of wish form to the client for signing, or the scheme in question?"
CLIENT_ACTION_GPP_AWAITING_AD_HOC_ACTION,a2hQz000000UAt8IAG,CLIENT_ACTION_GPP,,a2gQz000000tIiuIAE,Awaiting ad hoc action Client action GPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
CLIENT_ACTION_GPP_CHASE_PROVIDER,a2hQz000000UAt8IAG,CLIENT_ACTION_GPP,,a2gQz000000tIivIAE,Chase provider Client action GPP,,,FulfilmentScreenChaseNonStandardAction,chase_provider,Chase provider,Has the relevant provider confirmed the non-standard action has been completed?;Is any follow on fulfilment able to proceed now?
CLIENT_ACTION_GPP_SUBMIT_FULFILMENT,a2hQz000000UAt8IAG,CLIENT_ACTION_GPP,,a2gQz000000tIiwIAE,Submit fulfilment Client action GPP,Chase client action,,FulfilmentScreenSubmitInflowFufilment,inform_client_non_standard_action,Submit fulfilment,Has the client been informed of the action they need to take?
OPEN_LV_RELEVANT_LIFE_COVER_SUBMIT_FULFILMENT,a2hQz000000UAtHIAW,OPEN_LV_RELEVANT_LIFE_COVER,,a2gQz000000tIixIAE,Submit fulfilment Open LV Relevant Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_RELEVANT_LIFE_COVER_CHASE_CLIENT_ACTION,a2hQz000000UAtHIAW,OPEN_LV_RELEVANT_LIFE_COVER,,a2gQz000000tIiyIAE,Chase client action Open LV Relevant Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_RELEVANT_LIFE_COVER_AWAITING_AD_HOC_ACTION,a2hQz000000UAtHIAW,OPEN_LV_RELEVANT_LIFE_COVER,,a2gQz000000tIizIAE,Awaiting ad hoc action Open LV Relevant Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_RELEVANT_LIFE_COVER_INVESTMENT_CHECKS,a2hQz000000UAtHIAW,OPEN_LV_RELEVANT_LIFE_COVER,,a2gQz000000tIj0IAE,Investment checks Open LV Relevant Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_FAMILY_INCOME_BENEFIT_SUBMIT_FULFILMENT,a2hQz000000UAtIIAW,OPEN_LV_FAMILY_INCOME_BENEFIT,,a2gQz000000tIj1IAE,Submit fulfilment Open LV Family Income Benefit,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,a2hQz000000UAtIIAW,OPEN_LV_FAMILY_INCOME_BENEFIT,,a2gQz000000tIj2IAE,Chase client action Open LV Family Income Benefit,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,a2hQz000000UAtIIAW,OPEN_LV_FAMILY_INCOME_BENEFIT,,a2gQz000000tIj3IAE,Awaiting ad hoc action Open LV Family Income Benefit,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,a2hQz000000UAtIIAW,OPEN_LV_FAMILY_INCOME_BENEFIT,,a2gQz000000tIj4IAE,Investment checks Open LV Family Income Benefit,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_LIFE_COVER_SUBMIT_FULFILMENT,a2hQz000000UAtJIAW,OPEN_LV_LIFE_COVER,,a2gQz000000tIj5IAE,Submit fulfilment Open LV Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_LIFE_COVER_CHASE_CLIENT_ACTION,a2hQz000000UAtJIAW,OPEN_LV_LIFE_COVER,,a2gQz000000tIj6IAE,Chase client action Open LV Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_LIFE_COVER_AWAITING_AD_HOC_ACTION,a2hQz000000UAtJIAW,OPEN_LV_LIFE_COVER,,a2gQz000000tIj7IAE,Awaiting ad hoc action Open LV Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_LIFE_COVER_INVESTMENT_CHECKS,a2hQz000000UAtJIAW,OPEN_LV_LIFE_COVER,,a2gQz000000tIj8IAE,Investment checks Open LV Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_INCOME_PROTECTION_SUBMIT_FULFILMENT,a2hQz000000UAtKIAW,OPEN_LV_INCOME_PROTECTION,,a2gQz000000tIj9IAE,Submit fulfilment Open LV Income Protection,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_INCOME_PROTECTION_CHASE_CLIENT_ACTION,a2hQz000000UAtKIAW,OPEN_LV_INCOME_PROTECTION,,a2gQz000000tIjAIAU,Chase client action Open LV Income Protection,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,a2hQz000000UAtKIAW,OPEN_LV_INCOME_PROTECTION,,a2gQz000000tIjBIAU,Awaiting ad hoc action Open LV Income Protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_INCOME_PROTECTION_INVESTMENT_CHECKS,a2hQz000000UAtKIAW,OPEN_LV_INCOME_PROTECTION,,a2gQz000000tIjCIAU,Investment checks Open LV Income Protection,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_LV_LIFE_&_CIC_SUBMIT_FULFILMENT,a2hQz000000UAtLIAW,OPEN_LV_LIFE_CIC,,a2gQz000000tIjDIAU,Submit fulfilment Open LV Life & CIC,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_LV_LIFE_&_CIC_CHASE_CLIENT_ACTION,a2hQz000000UAtLIAW,OPEN_LV_LIFE_CIC,,a2gQz000000tIjEIAU,Chase client action Open LV Life & CIC,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_LV_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,a2hQz000000UAtLIAW,OPEN_LV_LIFE_CIC,,a2gQz000000tIjFIAU,Awaiting ad hoc action Open LV Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_LV_LIFE_&_CIC_INVESTMENT_CHECKS,a2hQz000000UAtLIAW,OPEN_LV_LIFE_CIC,,a2gQz000000tIjGIAU,Investment checks Open LV Life & CIC,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
CANCEL_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,a2hQz000000UAtNIAW,CANCEL_FAMILY_INCOME_BENEFIT,,a2gQz000000tIjHIAU,Chase client action Cancel Family Income Benefit,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,a2hQz000000UAtNIAW,CANCEL_FAMILY_INCOME_BENEFIT,,a2gQz000000tIjIIAU,Investment checks Cancel Family Income Benefit,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,a2hQz000000UAtNIAW,CANCEL_FAMILY_INCOME_BENEFIT,,a2gQz000000tIjJIAU,Awaiting ad hoc action Cancel Family Income Benefit,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_LIFE_COVER_CHASE_CLIENT_ACTION,a2hQz000000UAtOIAW,CANCEL_LIFE_COVER,,a2gQz000000tIjKIAU,Chase client action Cancel Life Cover,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_LIFE_COVER_INVESTMENT_CHECKS,a2hQz000000UAtOIAW,CANCEL_LIFE_COVER,,a2gQz000000tIjLIAU,Investment checks Cancel Life Cover,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_LIFE_COVER_AWAITING_AD_HOC_ACTION,a2hQz000000UAtOIAW,CANCEL_LIFE_COVER,,a2gQz000000tIjMIAU,Awaiting ad hoc action Cancel Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_INCOME_PROTECTION_CHASE_CLIENT_ACTION,a2hQz000000UAtPIAW,CANCEL_INCOME_PROTECTION,,a2gQz000000tIjNIAU,Chase client action Cancel Income Protection,Complete,,FulfilmentScreenAdHocActionComplete,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_INCOME_PROTECTION_INVESTMENT_CHECKS,a2hQz000000UAtPIAW,CANCEL_INCOME_PROTECTION,,a2gQz000000tIjOIAU,Investment checks Cancel Income Protection,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,a2hQz000000UAtPIAW,CANCEL_INCOME_PROTECTION,,a2gQz000000tIjPIAU,Awaiting ad hoc action Cancel Income Protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
CANCEL_LIFE_&_CIC_CHASE_CLIENT_ACTION,a2hQz000000UAtQIAW,CANCEL_LIFE_CIC,,a2gQz000000tIjQIAU,Chase client action Cancel Life & CIC,Complete,,FulfilmentScreenChaseNonStandardAction,chase_cancel_protection,Chase client action,Has the client confirmed the policy has been cancelled?
CANCEL_LIFE_&_CIC_INVESTMENT_CHECKS,a2hQz000000UAtQIAW,CANCEL_LIFE_CIC,,a2gQz000000tIjRIAU,Investment checks Cancel Life & CIC,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy definitely been cancelled?;Has the policy been closed in IO?;Has the policy been closed in SF?;Has the policy been moved to the closed folder in Google Drive?
CANCEL_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,a2hQz000000UAtQIAW,CANCEL_LIFE_CIC,,a2gQz000000tIjSIAU,Awaiting ad hoc action Cancel Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
SET_UP_PROVIDER_TRUST_SUBMIT_FULFILMENT,a2hQz000000UAtRIAW,PROVIDER_TRUST,,a2gQz000000tIjTIAU,Submit fulfilment Set up provider trust,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_provider_trust,Submit fulfilment,Has it been submitted?
SET_UP_PROVIDER_TRUST_CHASE_PROVIDER,a2hQz000000UAtRIAW,PROVIDER_TRUST,,a2gQz000000tIjUIAU,Chase provider Set up provider trust,,,FulfilmentScreenChaseNonStandardAction,chase_provider_trust,Chase provider,Has the provider confirmed the trust is in place?;Has the documentation been saved down?
SET_UP_PROVIDER_TRUST_CHASE_CLIENT_ACTION,a2hQz000000UAtRIAW,PROVIDER_TRUST,,a2gQz000000tIjVIAU,Chase client action Set up provider trust,,,FulfilmentScreenChaseNonStandardAction,chase_client_acceptance,Chase client action,Has the provider confirmed the trust is in place?;Has the documentation been saved down?
SET_UP_PROVIDER_TRUST_INVESTMENT_CHECKS,a2hQz000000UAtRIAW,PROVIDER_TRUST,,a2gQz000000tIjWIAU,Investment checks Set up provider trust,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is everything in place and all good?
