DeveloperName__c,FulfilmentType__c,FulfilmentType__r.ReferenceName__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
REGULAR_SIPP_AWAIT_FIRST_REGULAR,a2hQz000000UAs4IAG,REGULAR_SIPP,,a2gQz000000tIeRIAU,Await first regular Regular SIPP,,,FulfilmentScreenFundsReceived,ensure_regular_taken,Await first regular,Have you added the contribution to IO (with a start date)?
EXTERNAL_TRANSFER_GIA_AWAITING_PRE-REQUISITES,a2hQz000000UArbIAG,EXTERNAL_TRANSFER_GIA,,a2gQz000000tIeSIAU,Awaiting pre-requisites External transfer GIA,,,FulfilmentScreenForms,send_transfer_forms,Awaiting pre-requisites,
EXTERNAL_TRANSFER_ISA_AWAITING_PRE-REQUISITES,a2hQz000000UArcIAG,EXTERNAL_TRANSFER_ISA,,a2gQz000000tIeTIAU,Awaiting pre-requisites External transfer ISA,,,FulfilmentScreenForms,send_transfer_forms,Awaiting pre-requisites,
EXTERNAL_TRANSFER_JUNIOR_ISA_AWAITING_PRE-REQUISITES,a2hQz000000UArdIAG,EXTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIeUIAU,Awaiting pre-requisites External transfer Junior ISA,,,FulfilmentScreenForms,send_transfer_forms,Awaiting pre-requisites,
EXTERNAL_TRANSFER_JUNIOR_SIPP_AWAITING_PRE-REQUISITES,a2hQz000000UAreIAG,EXTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIeVIAU,Awaiting pre-requisites External transfer Junior SIPP,,,FulfilmentScreenForms,send_transfer_forms,Awaiting pre-requisites,
EXTERNAL_TRANSFER_SIPP_AWAITING_PRE-REQUISITES,a2hQz000000UArfIAG,EXTERNAL_TRANSFER_SIPP,,a2gQz000000tIeWIAU,Awaiting pre-requisites External transfer SIPP,,,FulfilmentScreenForms,send_transfer_forms,Awaiting pre-requisites,
EMPLOYER_LUMP_SUM_SIPP_CHASE_CLIENT_PAYMENT,a2hQz000000UArZIAW,EMPLOYER_LUMP_SUM_SIPP,,a2gQz000000tIeXIAU,Chase client payment Employer Lump sum SIPP,,,FulfilmentScreenFundsReceived,chase_employer_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;If the amount wasn't as expected, has hubwise been emailed?"
EMPLOYER_REGULAR_SIPP_AWAIT_FIRST_REGULAR,a2hQz000000UAraIAG,EMPLOYER_REGULAR_SIPP,,a2gQz000000tIeYIAU,Await first regular Employer Regular SIPP,,,FulfilmentScreenFundsReceived,chase_employer_payment,Await first regular,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?
LUMP_SUM_GIA_CHASE_CLIENT_PAYMENT,a2hQz000000UArlIAG,LUMP_SUM_GIA,,a2gQz000000tIeZIAU,Chase client payment Lump sum GIA,,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;If the amount wasn't as expected, has hubwise been emailed?"
LUMP_SUM_ISA_CHASE_CLIENT_PAYMENT,a2hQz000000UArmIAG,LUMP_SUM_ISA,,a2gQz000000tIeaIAE,Chase client payment Lump sum ISA,,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO, with a start date?;If the amount wasn't as expected, has hubwise been emailed?;"
LUMP_SUM_JUNIOR_ISA_CHASE_CLIENT_PAYMENT,a2hQz000000UArnIAG,LUMP_SUM_JUNIOR_ISA,,a2gQz000000tIebIAE,Chase client payment Lump sum Junior ISA,,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO with a start date?;If the amount wasn't as expected, has hubwise been emailed?;Has the account been made visible to the childs parents?"
LUMP_SUM_JUNIOR_SIPP_CHASE_CLIENT_PAYMENT,a2hQz000000UAroIAG,LUMP_SUM_JUNIOR_SIPP,,a2gQz000000tIecIAE,Chase client payment Lump sum Junior SIPP,,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO with a start date?;If the amount wasn't as expected, has hubwise been emailed?;Has the account been made visible to the childs parents?"
LUMP_SUM_SIPP_CHASE_CLIENT_PAYMENT,a2hQz000000UArpIAG,LUMP_SUM_SIPP,,a2gQz000000tIedIAE,Chase client payment Lump sum SIPP,,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,"Has the client been emailed with confirmation?;Have you added the contribution to IO with a start date?;If the amount wasn't as expected, has hubwise been emailed?"
EXTERNAL_TRANSFER_GIA_CHASE_TRANSFER,a2hQz000000UArbIAG,EXTERNAL_TRANSFER_GIA,,a2gQz000000tIeeIAE,Chase transfer External transfer GIA,,,FulfilmentScreenFundsReceived,chase_transfer,Chase transfer,Has the client been emailed to confirm?;Has the transfer been added to IO?;Has the previous plan been updated in IO?;Have you confirmed the value of the ceding pension is now correct?
EXTERNAL_TRANSFER_ISA_CHASE_TRANSFER,a2hQz000000UArcIAG,EXTERNAL_TRANSFER_ISA,,a2gQz000000tIefIAE,Chase transfer External transfer ISA,,,FulfilmentScreenFundsReceived,chase_transfer,Chase transfer,Has the client been emailed to confirm?;Has the transfer been added to IO?;Has the previous plan been updated in IO?;Have you confirmed the value of the ceding pension is now correct?
EXTERNAL_TRANSFER_JUNIOR_ISA_CHASE_TRANSFER,a2hQz000000UArdIAG,EXTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIegIAE,Chase transfer External transfer Junior ISA,,,FulfilmentScreenFundsReceived,chase_transfer,Chase transfer,Has the client been emailed to confirm?;Has the transfer been added to IO?;Has the previous plan been updated in IO?;Have you confirmed the value of the ceding pension is now correct?;Has the account been made visible to the child parents?
EXTERNAL_TRANSFER_JUNIOR_SIPP_CHASE_TRANSFER,a2hQz000000UAreIAG,EXTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIehIAE,Chase transfer External transfer Junior SIPP,,,FulfilmentScreenFundsReceived,chase_transfer,Chase transfer,Has the transfer been added to IO?;Has the previous plan been updated in IO?;Have you confirmed the value of the ceding pension is now correct?;Has the account been made visible to the child parents?
EXTERNAL_TRANSFER_SIPP_CHASE_TRANSFER,a2hQz000000UArfIAG,EXTERNAL_TRANSFER_SIPP,,a2gQz000000tIeiIAE,Chase transfer External transfer SIPP,,,FulfilmentScreenFundsReceived,chase_transfer,Chase transfer,Has the transfer been added to IO?;Has the previous plan been updated in IO?;Have you confirmed the value of the ceding pension is now correct?
INTERNAL_TRANSFER_GIA_CHASE_TRANSFER,a2hQz000000UArgIAG,INTERNAL_TRANSFER_GIA,,a2gQz000000tIejIAE,Chase transfer Internal transfer GIA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase transfer,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_ISA_CHASE_TRANSFER,a2hQz000000UArhIAG,INTERNAL_TRANSFER_ISA,,a2gQz000000tIekIAE,Chase transfer Internal transfer ISA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase transfer,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_JUNIOR_ISA_CHASE_TRANSFER,a2hQz000000UAriIAG,INTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIelIAE,Chase transfer Internal transfer Junior ISA,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase transfer,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?;Has the account been made visible to the child parents?
INTERNAL_TRANSFER_JUNIOR_SIPP_CHASE_TRANSFER,a2hQz000000UArjIAG,INTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIemIAE,Chase transfer Internal transfer Junior SIPP,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase transfer,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
INTERNAL_TRANSFER_SIPP_CHASE_TRANSFER,a2hQz000000UArkIAG,INTERNAL_TRANSFER_SIPP,,a2gQz000000tIenIAE,Chase transfer Internal transfer SIPP,,,FulfilmentScreenFundsReceived,Chase_hubwise,Chase transfer,Has the client been emailed with confirmation?;Have you added the contribution to IO (with a start date)?;Has the previous plan been updated in IO?
CANCEL_REGULAR_GIA_INVESTMENT_CHECKS,a2hQz000000UAsAIAW,CANCEL_REGULAR_GIA,,a2gQz000000tIeoIAE,Investment checks Cancel regular GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you confirmed no more contributions were taken?;Have the contributions been cancelled in IO?
CANCEL_REGULAR_ISA_INVESTMENT_CHECKS,a2hQz000000UAsBIAW,CANCEL_REGULAR_ISA,,a2gQz000000tIepIAE,Investment checks Cancel regular ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you confirmed no more contributions were taken?;Have the contributions been cancelled in IO?
CANCEL_REGULAR_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UAsCIAW,CANCEL_REGULAR_JUNIOR_ISA,,a2gQz000000tIeqIAE,Investment checks Cancel regular Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you confirmed no more contributions were taken?;Have the contributions been cancelled in IO?
CANCEL_REGULAR_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsDIAW,CANCEL_REGULAR_JUNIOR_SIPP,,a2gQz000000tIerIAE,Investment checks Cancel regular Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you confirmed no more contributions were taken?;Have the contributions been cancelled in IO?
CANCEL_REGULAR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsEIAW,CANCEL_REGULAR_SIPP,,a2gQz000000tIesIAE,Investment checks Cancel regular SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you confirmed no more contributions were taken?;Have the contributions been cancelled in IO?
CHANGE_TO_REGULAR_GIA_INVESTMENT_CHECKS,a2hQz000000UAsFIAW,CHANGE_TO_REGULAR_GIA,,a2gQz000000tIetIAE,Investment checks Change to regular GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
CHANGE_TO_REGULAR_ISA_INVESTMENT_CHECKS,a2hQz000000UAsGIAW,CHANGE_TO_REGULAR_ISA,,a2gQz000000tIeuIAE,Investment checks Change to regular ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
CHANGE_TO_REGULAR_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UAsHIAW,CHANGE_TO_REGULAR_JUNIOR_ISA,,a2gQz000000tIevIAE,Investment checks Change to regular Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
CHANGE_TO_REGULAR_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsIIAW,CHANGE_TO_REGULAR_JUNIOR_SIPP,,a2gQz000000tIewIAE,Investment checks Change to regular Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
CHANGE_TO_REGULAR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAsJIAW,CHANGE_TO_REGULAR_SIPP,,a2gQz000000tIexIAE,Investment checks Change to regular SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
EMPLOYER_LUMP_SUM_SIPP_INVESTMENT_CHECKS,a2hQz000000UArZIAW,EMPLOYER_LUMP_SUM_SIPP,,a2gQz000000tIeyIAE,Investment checks Employer Lump sum SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
EMPLOYER_REGULAR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAraIAG,EMPLOYER_REGULAR_SIPP,,a2gQz000000tIezIAE,Investment checks Employer Regular SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
EXTERNAL_TRANSFER_GIA_INVESTMENT_CHECKS,a2hQz000000UArbIAG,EXTERNAL_TRANSFER_GIA,,a2gQz000000tIf0IAE,Investment checks External transfer GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive within 10% of the expected amount?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
EXTERNAL_TRANSFER_ISA_INVESTMENT_CHECKS,a2hQz000000UArcIAG,EXTERNAL_TRANSFER_ISA,,a2gQz000000tIf1IAE,Investment checks External transfer ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Did we receive within 10% of the expected amount or have we confirmed the reason why the amount was different?;Is the plan set up correctly in IO?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
EXTERNAL_TRANSFER_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UArdIAG,EXTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIf2IAE,Investment checks External transfer Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive within 10% of the expected amount?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
EXTERNAL_TRANSFER_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAreIAG,EXTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIf3IAE,Investment checks External transfer Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive within 10% of the expected amount?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
EXTERNAL_TRANSFER_SIPP_INVESTMENT_CHECKS,a2hQz000000UArfIAG,EXTERNAL_TRANSFER_SIPP,,a2gQz000000tIf4IAE,Investment checks External transfer SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive within 10% of the expected amount?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
INTERNAL_TRANSFER_GIA_INVESTMENT_CHECKS,a2hQz000000UArgIAG,INTERNAL_TRANSFER_GIA,,a2gQz000000tIf5IAE,Investment checks Internal transfer GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
INTERNAL_TRANSFER_ISA_INVESTMENT_CHECKS,a2hQz000000UArhIAG,INTERNAL_TRANSFER_ISA,,a2gQz000000tIf6IAE,Investment checks Internal transfer ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
INTERNAL_TRANSFER_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UAriIAG,INTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIf7IAE,Investment checks Internal transfer Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
INTERNAL_TRANSFER_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UArjIAG,INTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIf8IAE,Investment checks Internal transfer Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
INTERNAL_TRANSFER_SIPP_INVESTMENT_CHECKS,a2hQz000000UArkIAG,INTERNAL_TRANSFER_SIPP,,a2gQz000000tIf9IAE,Investment checks Internal transfer SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;Have you updated the clients Gdrive? - for a full transfer move the previous plan to 'Historic';If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_GIA_INVESTMENT_CHECKS,a2hQz000000UArlIAG,LUMP_SUM_GIA,,a2gQz000000tIfAIAU,Investment checks Lump sum GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_ISA_INVESTMENT_CHECKS,a2hQz000000UArmIAG,LUMP_SUM_ISA,,a2gQz000000tIfBIAU,Investment checks Lump sum ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UArnIAG,LUMP_SUM_JUNIOR_ISA,,a2gQz000000tIfCIAU,Investment checks Lump sum Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAroIAG,LUMP_SUM_JUNIOR_SIPP,,a2gQz000000tIfDIAU,Investment checks Lump sum Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_SIPP_INVESTMENT_CHECKS,a2hQz000000UArpIAG,LUMP_SUM_SIPP,,a2gQz000000tIfEIAU,Investment checks Lump sum SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct?;Have the correct investments been made for the first phasing tranche?; Is the plan and all contributions in IO correctly?;Did we receive the expected amount?
REBALANCE_GIA_INVESTMENT_CHECKS,a2hQz000000UArvIAG,REBALANCE_GIA,,a2gQz000000tIfFIAU,Investment checks Rebalance GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you double checked the investment mandate?
REBALANCE_ISA_INVESTMENT_CHECKS,a2hQz000000UArwIAG,REBALANCE_ISA,,a2gQz000000tIfGIAU,Investment checks Rebalance ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you double checked the investment mandate?
REBALANCE_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UArxIAG,REBALANCE_JUNIOR_ISA,,a2gQz000000tIfHIAU,Investment checks Rebalance Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you double checked the investment mandate?
REBALANCE_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAryIAG,REBALANCE_JUNIOR_SIPP,,a2gQz000000tIfIIAU,Investment checks Rebalance Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you double checked the investment mandate?
REBALANCE_SIPP_INVESTMENT_CHECKS,a2hQz000000UArzIAG,REBALANCE_SIPP,,a2gQz000000tIfJIAU,Investment checks Rebalance SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Have you double checked the investment mandate?
REGULAR_GIA_INVESTMENT_CHECKS,a2hQz000000UAs0IAG,REGULAR_GIA,,a2gQz000000tIfKIAU,Investment checks Regular GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
REGULAR_ISA_INVESTMENT_CHECKS,a2hQz000000UAs1IAG,REGULAR_ISA,,a2gQz000000tIfLIAU,Investment checks Regular ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
REGULAR_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UAs2IAG,REGULAR_JUNIOR_ISA,,a2gQz000000tIfMIAU,Investment checks Regular Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
REGULAR_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAs3IAG,REGULAR_JUNIOR_SIPP,,a2gQz000000tIfNIAU,Investment checks Regular Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
REGULAR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAs4IAG,REGULAR_SIPP,,a2gQz000000tIfOIAU,Investment checks Regular SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,"Is the investment mandate correct?;Is the plan and all contributions in IO correctly?;Did we receive the expected amount?;If the product was just opened, was a cancellation notice sent?"
SWITCH_GIA_INVESTMENT_CHECKS,a2hQz000000UAs5IAG,SWITCH_GIA,,a2gQz000000tIfPIAU,Investment checks Switch GIA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct in Hubwise and Salesforce?
SWITCH_ISA_INVESTMENT_CHECKS,a2hQz000000UAs6IAG,SWITCH_ISA,,a2gQz000000tIfQIAU,Investment checks Switch ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct in Hubwise and Salesforce?
SWITCH_JUNIOR_ISA_INVESTMENT_CHECKS,a2hQz000000UAs7IAG,SWITCH_JUNIOR_ISA,,a2gQz000000tIfRIAU,Investment checks Switch Junior ISA,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct in Hubwise and Salesforce?
SWITCH_JUNIOR_SIPP_INVESTMENT_CHECKS,a2hQz000000UAs8IAG,SWITCH_JUNIOR_SIPP,,a2gQz000000tIfSIAU,Investment checks Switch Junior SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct in Hubwise and Salesforce?
SWITCH_SIPP_INVESTMENT_CHECKS,a2hQz000000UAs9IAG,SWITCH_SIPP,,a2gQz000000tIfTIAU,Investment checks Switch SIPP,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Is the investment mandate correct in Hubwise and Salesforce?
EXTERNAL_TRANSFER_GIA_SUBMIT_FULFILMENT,a2hQz000000UArbIAG,EXTERNAL_TRANSFER_GIA,,a2gQz000000tIfUIAU,Submit fulfilment External transfer GIA,Chase transfer,,FulfilmentScreenSubmitInflowFufilment,submit_gia_transfer,Submit fulfilment,Has any phasing been set up?;Have the transfer forms been uploaded to hubwise?;Is the fee set up?
EXTERNAL_TRANSFER_ISA_SUBMIT_FULFILMENT,a2hQz000000UArcIAG,EXTERNAL_TRANSFER_ISA,,a2gQz000000tIfVIAU,Submit fulfilment External transfer ISA,Chase transfer,,FulfilmentScreenSubmitInflowFufilment,submit_isa_transfer,Submit fulfilment,Has any phasing been set up?;Have the transfer forms been uploaded to hubwise?;Is the fee set up?
EXTERNAL_TRANSFER_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UArdIAG,EXTERNAL_TRANSFER_JUNIOR_ISA,,a2gQz000000tIfWIAU,Submit fulfilment External transfer Junior ISA,Chase transfer,,FulfilmentScreenSubmitInflowFufilment,submit_isa_transfer,Submit fulfilment,Has any phasing been set up?;Have the transfer forms been uploaded to hubwise?;Is the fee set up?
EXTERNAL_TRANSFER_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAreIAG,EXTERNAL_TRANSFER_JUNIOR_SIPP,,a2gQz000000tIfXIAU,Submit fulfilment External transfer Junior SIPP,Chase transfer,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_transfer,Submit fulfilment,Has any phasing been set up?;Have the transfer forms been uploaded to hubwise?;Is the fee set up?
EXTERNAL_TRANSFER_SIPP_SUBMIT_FULFILMENT,a2hQz000000UArfIAG,EXTERNAL_TRANSFER_SIPP,,a2gQz000000tIfYIAU,Submit fulfilment External transfer SIPP,Chase transfer,,FulfilmentScreenSubmitInflowFufilment,submit_sipp_transfer,Submit fulfilment,Has any phasing been set up?;Have the transfer forms been uploaded to hubwise?;Is the fee set up?; Have you submitted a ticket for partial transfer (if relevant)?
CANCEL_REGULAR_GIA_SUBMIT_FULFILMENT,a2hQz000000UAsAIAW,CANCEL_REGULAR_GIA,,a2gQz000000tIfZIAU,Submit fulfilment Cancel regular GIA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_cancel_regular,Submit fulfilment,Have you emailed the client to let them know?
CANCEL_REGULAR_ISA_SUBMIT_FULFILMENT,a2hQz000000UAsBIAW,CANCEL_REGULAR_ISA,,a2gQz000000tIfaIAE,Submit fulfilment Cancel regular ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_cancel_regular,Submit fulfilment,Have you emailed the client to let them know?
CANCEL_REGULAR_JUNIOR_ISA_SUBMIT_FULFILMENT,a2hQz000000UAsCIAW,CANCEL_REGULAR_JUNIOR_ISA,,a2gQz000000tIfbIAE,Submit fulfilment Cancel regular Junior ISA,Await first regular,,FulfilmentScreenSubmitInflowFufilment,submit_cancel_regular,Submit fulfilment,Have you emailed the client to let them know?
CANCEL_REGULAR_JUNIOR_SIPP_SUBMIT_FULFILMENT,a2hQz000000UAsDIAW,CANCEL_REGULAR_JUNIOR_SIPP,,a2gQz000000tIfcIAE,Submit fulfilment Cancel regular Junior SIPP,Investment checks,,FulfilmentScreenSubmitInflowFufilment,submit_cancel_regular,Submit fulfilment,Have you emailed the client to let them know?
